,Name,User Rating,Reviews,Price,Year,Genre_n
232,Milk and Vine: Inspirational Quotes From Classic Vines,-0.9629133332550365,-0.7542604925531854,-0.6554410301657898,2017,0
233,Mindset: The New Psychology of Success,-0.08097772411220924,-0.5470161111983277,-0.286178477959711,2014,0
234,Mindset: The New Psychology of Success,-0.08097772411220924,-0.5470161111983277,-0.286178477959711,2015,0
235,Mindset: The New Psychology of Success,-0.08097772411220924,-0.5470161111983277,-0.286178477959711,2016,0
236,Mockingjay (The Hunger Games),-0.5219455286836229,1.2617009082918442,-0.47080975406275044,2010,1
237,Mockingjay (The Hunger Games),-0.5219455286836229,1.2617009082918442,-0.47080975406275044,2011,1
238,Mockingjay (The Hunger Games),-0.5219455286836229,1.2617009082918442,-0.47080975406275044,2012,1
239,"National Geographic Kids Why?: Over 1,111 Answers to Everything",0.8009578850306219,-0.5636536798949919,0.26771535034940713,2019,0
240,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),0.8009578850306219,-0.3487304206801354,-0.19386283990819134,2019,0
241,New Moon (The Twilight Saga),-0.08097772411220924,-0.5352418318129962,-0.286178477959711,2009,1
242,Night (Night),0.35999008045920833,-0.5780729060987675,-0.37849411601123073,2016,0
243,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,-0.08097772411220924,-0.32936258429991605,0.08308407424636775,2012,0
244,Obama: An Intimate Portrait,1.2419256896020394,-0.7475201442094087,0.8216091786585253,2017,0
245,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2012,1
246,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2013,1
247,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2014,1
248,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2015,1
249,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2016,1
250,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2017,1
251,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2018,1
252,"Oh, the Places You'll Go!",1.2419256896020394,0.8430314231916851,-0.47080975406275044,2019,1
253,Old School (Diary of a Wimpy Kid #10),0.8009578850306219,-0.4935199287736691,-0.5631253921142702,2015,1
254,Olive Kitteridge,-1.8448489423978678,-0.6342993562069813,-0.10154720185667164,2009,1
255,One Thousand Gifts: A Dare to Live Fully Right Where You Are,-0.08097772411220924,-0.7499944492976305,-0.009231563805151936,2011,0
256,One Thousand Gifts: A Dare to Live Fully Right Where You Are,-0.08097772411220924,-0.7499944492976305,-0.009231563805151936,2012,0
257,"Option B: Facing Adversity, Building Resilience, and Finding Joy",-0.5219455286836229,-0.8636418416256134,-0.37849411601123073,2017,0
258,Origin: A Novel (Robert Langdon),-1.403881137826454,0.5930412884161672,-0.009231563805151936,2017,1
259,Orphan Train,-0.08097772411220924,0.8512222262423506,-0.19386283990819134,2014,1
260,Outliers: The Story of Success,-0.08097772411220924,-0.13030900599572384,0.6369779025554859,2009,0
261,Outliers: The Story of Success,-0.08097772411220924,-0.13030900599572384,0.6369779025554859,2010,0
262,P is for Potty! (Sesame Street) (Lift-the-Flap),0.35999008045920833,-0.09669258514195112,-0.7477566682173095,2018,0
263,P is for Potty! (Sesame Street) (Lift-the-Flap),0.35999008045920833,-0.09669258514195112,-0.7477566682173095,2019,0
264,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),0.8009578850306219,-0.9731085115631525,-1.0247035823718686,2010,1
265,Player's Handbook (Dungeons & Dragons),0.8009578850306219,0.4297371525935252,1.2831873689161237,2017,1
266,Player's Handbook (Dungeons & Dragons),0.8009578850306219,0.4297371525935252,1.2831873689161237,2018,1
267,Player's Handbook (Dungeons & Dragons),0.8009578850306219,0.4297371525935252,1.2831873689161237,2019,1
268,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,0.35999008045920833,-0.7209853551598571,-0.37849411601123073,2016,1
269,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,-1.403881137826454,0.14186455370867962,-0.286178477959711,2012,0
270,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,-1.403881137826454,0.14186455370867962,-0.286178477959711,2013,0
271,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2009,0
272,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2010,0
273,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2011,0
274,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2012,0
275,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2013,0
276,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2014,0
277,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2015,0
278,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2016,0
279,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2017,0
280,"Publication Manual of the American Psychological Association, 6th Edition",-0.5219455286836229,-0.28781132299081125,3.037184491894998,2018,0
281,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),0.8009578850306219,-0.6139929903105399,-0.8400723062688292,2017,1
282,Quiet: The Power of Introverts in a World That Can't Stop Talking,-0.08097772411220924,-0.1658878067470518,0.6369779025554859,2012,0
283,Quiet: The Power of Introverts in a World That Can't Stop Talking,-0.08097772411220924,-0.1658878067470518,-0.5631253921142702,2013,0
284,Radical: Taking Back Your Faith from the American Dream,0.35999008045920833,-0.8505024283985043,-0.37849411601123073,2010,0
285,Radical: Taking Back Your Faith from the American Dream,0.35999008045920833,-0.8505024283985043,-0.37849411601123073,2011,0
286,Ready Player One: A Novel,-0.08097772411220924,0.9029266704996761,-0.10154720185667164,2017,1
287,Ready Player One: A Novel,-0.08097772411220924,0.9029266704996761,-0.10154720185667164,2018,1
288,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),1.2419256896020394,-0.40982016009968175,-0.10154720185667164,2013,1
289,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),1.2419256896020394,-0.6925735070778614,-0.10154720185667164,2014,1
290,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",0.8009578850306219,-0.35419095604724565,0.6369779025554859,2018,0
291,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",0.8009578850306219,-0.35419095604724565,0.6369779025554859,2019,0
292,Sarah's Key,-0.08097772411220924,-0.7110881348069698,-0.286178477959711,2010,1
293,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",0.8009578850306219,0.9465256325714474,-0.6554410301657898,2018,0
294,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",0.8009578850306219,0.9465256325714474,-0.6554410301657898,2019,0
295,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",0.35999008045920833,-0.22074912301348798,-0.37849411601123073,2015,0
296,Sh*t My Dad Says,0.35999008045920833,-0.911933451278495,-0.19386283990819134,2010,0
297,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,0.8009578850306219,-0.6851505918131958,0.26771535034940713,2018,0
298,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,-2.285816746969285,-0.826015340111619,-0.6554410301657898,2013,0
299,Sookie Stackhouse,0.35999008045920833,-0.9368471438909357,1.0985560928130844,2009,1
300,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",-0.08097772411220924,-1.0010937553195927,0.36003098840092684,2013,0
301,Steve Jobs,-0.08097772411220924,-0.3520579344194682,0.6369779025554859,2011,0
302,Steve Jobs,-0.08097772411220924,-0.3520579344194682,0.6369779025554859,2012,0
303,Strange Planet (Strange Planet Series),1.2419256896020394,-0.21938398917171043,-0.6554410301657898,2019,1
304,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2009,0
305,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2010,0
306,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2011,0
307,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2012,0
308,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2013,0
309,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2014,0
310,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2015,0
311,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2016,0
312,StrengthsFinder 2.0,-2.7267845515406988,-0.5873728803958772,0.36003098840092684,2017,0
313,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",-0.5219455286836229,-0.8848014161731658,0.45234662645244655,2009,0
314,Switch: How to Change Things When Change Is Hard,-0.08097772411220924,-0.85715745587717,-0.009231563805151936,2010,0
315,Sycamore Row (Jake Brigance),-0.5219455286836229,0.952242130533891,0.45234662645244655,2013,1
316,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,-0.9629133332550365,-0.9655149545682647,0.6369779025554859,2010,0
317,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,-0.9629133332550365,-0.9655149545682647,0.6369779025554859,2011,0
318,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,-1.403881137826454,-0.822431863776953,0.8216091786585253,2011,0
319,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",-1.403881137826454,-0.6284975373794266,0.7292935406070057,2011,0
320,The 5 Love Languages: The Secret to Love That Lasts,0.35999008045920833,-0.7232036976527456,1.3755030069676435,2010,0
321,The 5 Love Languages: The Secret to Love That Lasts,0.35999008045920833,-0.7232036976527456,1.3755030069676435,2011,0
322,The 5 Love Languages: The Secret to Love That Lasts,0.35999008045920833,-0.7232036976527456,1.3755030069676435,2012,0
323,The 5 Love Languages: The Secret to Love That Lasts,0.35999008045920833,-0.7232036976527456,1.3755030069676435,2013,0
324,The 5 Love Languages: The Secret to Love That Lasts,0.35999008045920833,-0.7232036976527456,1.3755030069676435,2014,0
325,The 5 Love Languages: The Secret to Love that Lasts,0.8009578850306219,1.1604250414049706,-0.47080975406275044,2015,0
326,The 5 Love Languages: The Secret to Love that Lasts,0.8009578850306219,1.1604250414049706,-0.47080975406275044,2016,0
327,The 5 Love Languages: The Secret to Love that Lasts,0.8009578850306219,1.1604250414049706,-0.47080975406275044,2017,0
328,The 5 Love Languages: The Secret to Love that Lasts,0.8009578850306219,1.1604250414049706,-0.47080975406275044,2018,0
329,The 5 Love Languages: The Secret to Love that Lasts,0.8009578850306219,1.1604250414049706,-0.47080975406275044,2019,0
330,The 5000 Year Leap,0.8009578850306219,-0.8765252922573893,-0.10154720185667164,2009,0
331,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-0.08097772411220924,-0.22424727848304302,1.0062404547615647,2009,0
332,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-0.08097772411220924,-0.22424727848304302,1.0062404547615647,2011,0
333,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-0.08097772411220924,-0.22424727848304302,1.0062404547615647,2012,0
334,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-0.08097772411220924,-0.22424727848304302,1.0062404547615647,2013,0
335,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.35999008045920833,-0.616723257994095,0.26771535034940713,2015,0
336,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.35999008045920833,-0.616723257994095,0.26771535034940713,2016,0
337,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.35999008045920833,-0.616723257994095,0.26771535034940713,2017,0
338,The Alchemist,0.35999008045920833,2.0345373044681723,2.39097502553436,2014,1
339,The Amateur,-0.08097772411220924,-0.7997365136574008,-0.37849411601123073,2012,0
340,The Art of Racing in the Rain: A Novel,0.35999008045920833,-0.011968966086630537,-0.286178477959711,2010,1
341,The Art of Racing in the Rain: A Novel,0.35999008045920833,-0.011968966086630537,-0.286178477959711,2011,1
342,The Big Short: Inside the Doomsday Machine,0.35999008045920833,-0.7181697666111908,0.36003098840092684,2010,0
343,The Blood of Olympus (The Heroes of Olympus (5)),0.8009578850306219,-0.4567466359107858,-0.19386283990819134,2014,1
344,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",-1.8448489423978678,-0.8672253179602796,0.08308407424636775,2012,0
345,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",0.8009578850306219,0.03478686799425131,-0.10154720185667164,2019,0
346,The Book of Basketball: The NBA According to The Sports Guy,0.35999008045920833,-0.946659043378712,3.683393958255636,2009,0
347,The Book Thief,-0.08097772411220924,0.9551430399476682,-0.6554410301657898,2013,1
348,The Book Thief,-0.08097772411220924,0.9551430399476682,-0.6554410301657898,2014,1
349,The Book with No Pictures,0.8009578850306219,-0.33038643468124923,-0.47080975406275044,2014,1
350,The Book with No Pictures,0.8009578850306219,-0.33038643468124923,-0.47080975406275044,2015,1
351,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.8009578850306219,0.9730604216209989,-0.10154720185667164,2014,0
352,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.8009578850306219,0.9730604216209989,-0.10154720185667164,2015,0
353,The Casual Vacancy,-5.813559183540606,-0.2202371978228214,-0.10154720185667164,2012,1
354,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,0.35999008045920833,-0.6245727775843161,0.7292935406070057,2011,0
355,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,-1.403881137826454,0.0945114735720201,-0.6554410301657898,2018,0
356,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,-1.403881137826454,0.0945114735720201,-0.6554410301657898,2019,0
357,The Confession: A Novel,-1.403881137826454,-0.7192789378576352,-0.009231563805151936,2010,1
358,The Constitution of the United States,0.8009578850306219,-0.7831842658258478,-1.209334858474908,2016,0
359,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,-0.9629133332550365,-0.982323164995151,-0.19386283990819134,2010,0
360,The Day the Crayons Quit,0.8009578850306219,-0.25863158712281564,-0.37849411601123073,2013,1
361,The Day the Crayons Quit,0.8009578850306219,-0.25863158712281564,-0.37849411601123073,2014,1
362,The Day the Crayons Quit,0.8009578850306219,-0.25863158712281564,-0.37849411601123073,2015,1
363,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",-2.285816746969285,-0.8472602355242825,0.17539971229788745,2011,0
364,The Elegance of the Hedgehog,-2.7267845515406988,-0.8612528574025027,-0.19386283990819134,2009,1
365,The Fault in Our Stars,0.35999008045920833,3.2873035668944284,-0.009231563805151936,2012,1
366,The Fault in Our Stars,0.35999008045920833,3.2873035668944284,-0.009231563805151936,2013,1
367,The Fault in Our Stars,0.35999008045920833,3.2873035668944284,-0.5631253921142702,2014,1
368,The Fault in Our Stars,0.35999008045920833,3.2873035668944284,-0.009231563805151936,2014,1
369,The Five Dysfunctions of a Team: A Leadership Fable,-0.08097772411220924,-0.7462403312327421,-0.6554410301657898,2009,0
370,The Five Dysfunctions of a Team: A Leadership Fable,-0.08097772411220924,-0.7462403312327421,-0.6554410301657898,2010,0
371,The Five Dysfunctions of a Team: A Leadership Fable,-0.08097772411220924,-0.7462403312327421,-0.6554410301657898,2011,0
372,The Five Dysfunctions of a Team: A Leadership Fable,-0.08097772411220924,-0.7462403312327421,-0.6554410301657898,2012,0
373,The Five Dysfunctions of a Team: A Leadership Fable,-0.08097772411220924,-0.7462403312327421,-0.6554410301657898,2013,0
374,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,-0.08097772411220924,-0.9513516909598224,-0.37849411601123073,2009,0
375,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2013,0
376,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2015,0
377,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2016,0
378,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2017,0
379,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2018,0
380,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.35999008045920833,0.968794378365444,-0.6554410301657898,2019,0
381,The Getaway,0.8009578850306219,-0.5219317768556648,-1.209334858474908,2017,1
382,The Girl on the Train,-2.285816746969285,5.758537103972278,0.45234662645244655,2015,1
383,The Girl on the Train,-2.285816746969285,5.758537103972278,-0.5631253921142702,2016,1
384,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),0.35999008045920833,-0.3588836036283561,0.08308407424636775,2010,1
385,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),0.35999008045920833,-0.3588836036283561,0.08308407424636775,2011,1
386,The Girl Who Played with Fire (Millennium Series),0.35999008045920833,-0.4012027527234608,-0.37849411601123073,2010,1
387,The Girl Who Played with Fire (Millennium),0.35999008045920833,-0.4012027527234608,0.26771535034940713,2009,1
388,The Girl with the Dragon Tattoo (Millennium Series),-0.9629133332550365,-0.11896133093594775,-1.0247035823718686,2009,1
389,The Girl with the Dragon Tattoo (Millennium Series),-0.9629133332550365,-0.11896133093594775,-1.0247035823718686,2010,1
390,The Going-To-Bed Book,0.8009578850306219,-0.5720151246758796,-0.7477566682173095,2016,1
391,The Going-To-Bed Book,0.8009578850306219,-0.5720151246758796,-0.7477566682173095,2017,1
392,The Goldfinch: A Novel (Pulitzer Prize for Fiction),-3.1677523561121146,1.8677350131759753,0.6369779025554859,2013,1
393,The Goldfinch: A Novel (Pulitzer Prize for Fiction),-3.1677523561121146,1.8677350131759753,0.6369779025554859,2014,1
394,The Great Gatsby,-0.9629133332550365,-0.028777176513516897,-0.5631253921142702,2012,1
395,The Great Gatsby,-0.9629133332550365,-0.028777176513516897,-0.5631253921142702,2013,1
396,The Great Gatsby,-0.9629133332550365,-0.028777176513516897,-0.5631253921142702,2014,1
397,The Guardians: A Novel,-0.5219455286836229,0.14126730765290194,0.08308407424636775,2019,1
398,The Guernsey Literary and Potato Peel Pie Society,0.35999008045920833,-0.28721407693503354,-0.286178477959711,2009,1
399,The Handmaid's Tale,-1.403881137826454,1.4921525649569207,-0.5631253921142702,2017,1
400,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,-0.08097772411220924,-0.0729733846410658,-0.009231563805151936,2012,1
401,The Hate U Give,0.8009578850306219,-0.1711777003839399,-0.19386283990819134,2018,1
402,The Help,0.8009578850306219,0.16362137431200968,-0.6554410301657898,2009,1
403,The Help,0.8009578850306219,0.16362137431200968,-0.6554410301657898,2010,1
404,The Help,0.8009578850306219,0.16362137431200968,-0.47080975406275044,2011,1
405,The Help,0.8009578850306219,0.16362137431200968,-0.5631253921142702,2011,1
406,"The House of Hades (Heroes of Olympus, Book 4)",0.8009578850306219,-0.4241540654383463,0.08308407424636775,2013,1
407,The Hunger Games,0.35999008045920833,1.720812483454664,0.08308407424636775,2010,1
408,The Hunger Games (Book 1),0.35999008045920833,1.720812483454664,-0.47080975406275044,2011,1
409,The Hunger Games (Book 1),0.35999008045920833,1.720812483454664,-0.47080975406275044,2012,1
410,The Hunger Games Trilogy Boxed Set (1),0.8009578850306219,0.4262389971239701,1.5601342830706828,2011,1
411,The Hunger Games Trilogy Boxed Set (1),0.8009578850306219,0.4262389971239701,1.5601342830706828,2012,1
412,The Immortal Life of Henrietta Lacks,0.35999008045920833,-0.22731882962704256,-0.009231563805151936,2010,0
413,The Immortal Life of Henrietta Lacks,0.35999008045920833,-0.22731882962704256,-0.37849411601123073,2011,0
414,The Immortal Life of Henrietta Lacks,0.35999008045920833,-0.22731882962704256,-0.37849411601123073,2012,0
415,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,-1.403881137826454,-0.3912202115054623,-0.5631253921142702,2017,0
416,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,-1.403881137826454,-0.3912202115054623,-0.5631253921142702,2018,0
417,The Last Lecture,0.35999008045920833,-0.6761919009765305,-0.37849411601123073,2009,0
418,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",0.8009578850306219,-0.6249993819098716,-0.5631253921142702,2009,1
419,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",0.8009578850306219,-0.6249993819098716,-0.5631253921142702,2010,1
420,The Legend of Zelda: Hyrule Historia,1.2419256896020394,-0.5594729575045481,0.6369779025554859,2013,1
421,The Lego Ideas Book: Unlock Your Imagination,-0.9629133332550365,-0.6575066315172,-0.009231563805151936,2011,0
422,The Lego Ideas Book: Unlock Your Imagination,-0.9629133332550365,-0.6575066315172,-0.009231563805151936,2012,0
423,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,-0.5219455286836229,0.9118853613363415,-0.19386283990819134,2015,0
424,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,-0.5219455286836229,0.9118853613363415,-0.19386283990819134,2016,0
425,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,-0.5219455286836229,0.9118853613363415,-0.19386283990819134,2017,0
426,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,-0.5219455286836229,0.9118853613363415,-0.19386283990819134,2019,0
427,The Litigators,-0.9629133332550365,-0.48899792292278094,0.45234662645244655,2011,1
428,"The Lost Hero (Heroes of Olympus, Book 1)",0.8009578850306219,-0.6354085274534256,0.08308407424636775,2010,1
429,The Lost Symbol,-1.8448489423978678,-0.2735627385172578,0.5446622645039663,2009,1
430,The Love Dare,0.8009578850306219,-0.8786583138851667,-0.009231563805151936,2009,0
431,The Magnolia Story,1.2419256896020394,-0.34915702500569085,-0.7477566682173095,2016,0
432,"The Mark of Athena (Heroes of Olympus, Book 3)",0.8009578850306219,-0.4868649012950035,-0.286178477959711,2012,1
433,The Martian,0.35999008045920833,2.346811670774792,-0.37849411601123073,2015,1
434,The Maze Runner (Book 1),-0.5219455286836229,-0.15803828715683077,-0.47080975406275044,2014,1
435,The Meltdown (Diary of a Wimpy Kid Book 13),0.8009578850306219,-0.5166418832187768,-0.47080975406275044,2018,1
436,The Mueller Report,-0.08097772411220924,-0.7857438917791807,-0.10154720185667164,2019,0
437,The Nightingale: A Novel,0.8009578850306219,3.1854304539517773,-0.19386283990819134,2015,1
438,The Nightingale: A Novel,0.8009578850306219,3.1854304539517773,-0.19386283990819134,2016,1
439,The Official SAT Study Guide,-0.9629133332550365,-0.9173939866456053,2.48329066358588,2010,0
440,The Official SAT Study Guide,-0.9629133332550365,-0.9173939866456053,2.48329066358588,2011,0
441,The Official SAT Study Guide,-0.9629133332550365,-0.9173939866456053,2.48329066358588,2012,0
442,The Official SAT Study Guide,-0.9629133332550365,-0.9173939866456053,2.48329066358588,2013,0
443,The Official SAT Study Guide,-0.9629133332550365,-0.9173939866456053,2.48329066358588,2014,0
444,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",-1.403881137826454,-0.951010407499378,2.1140281113798007,2016,0
445,The Paris Wife: A Novel,-1.403881137826454,-0.699143213691416,0.26771535034940713,2011,1
446,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",0.8009578850306219,-0.7926548818531797,0.36003098840092684,2013,0
447,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",0.8009578850306219,-0.7273844200431895,0.08308407424636775,2015,0
448,The Pioneer Woman Cooks: Food from My Frontier,0.8009578850306219,-0.7744815375845158,0.7292935406070057,2012,0
449,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",-0.5219455286836229,-0.7126239103789694,0.45234662645244655,2018,0
450,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",-0.9629133332550365,-0.41766967968990276,0.36003098840092684,2018,0
451,The Pout-Pout Fish,0.8009578850306219,-0.18508500139704892,-0.7477566682173095,2017,1
452,The Pout-Pout Fish,0.8009578850306219,-0.18508500139704892,-0.7477566682173095,2018,1
453,The Power of Habit: Why We Do What We Do in Life and Business,-0.08097772411220924,-0.09882560676972857,0.7292935406070057,2012,0
454,The President Is Missing: A Novel,-1.403881137826454,-0.15035940929683192,0.45234662645244655,2018,1
455,The Racketeer,-1.403881137826454,0.2166909524111128,0.45234662645244655,2012,1
456,"The Red Pyramid (The Kane Chronicles, Book 1)",-0.08097772411220924,-0.8333529345111735,-0.10154720185667164,2010,1
457,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",-0.08097772411220924,-0.917138024050272,0.08308407424636775,2010,0
458,"The Serpent's Shadow (The Kane Chronicles, Book 3)",0.8009578850306219,-0.8414584166967278,-0.10154720185667164,2012,1
459,The Shack: Where Tragedy Confronts Eternity,-0.08097772411220924,0.6626631143468235,-0.47080975406275044,2009,1
460,The Shack: Where Tragedy Confronts Eternity,-0.08097772411220924,0.6626631143468235,-0.47080975406275044,2017,1
461,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),-0.08097772411220924,-0.8388134698782838,-1.209334858474908,2010,1
462,The Silent Patient,-0.5219455286836229,1.3295309960551676,0.08308407424636775,2019,1
463,"The Son of Neptune (Heroes of Olympus, Book 2)",0.8009578850306219,-0.6538378343174228,-0.286178477959711,2011,1
464,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,-0.08097772411220924,1.2402853711489588,0.17539971229788745,2017,0
465,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,-0.08097772411220924,1.2402853711489588,0.17539971229788745,2018,0
466,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,-0.08097772411220924,1.2402853711489588,0.17539971229788745,2019,0
467,The Sun and Her Flowers,0.35999008045920833,-0.5517087587794381,-0.37849411601123073,2017,0
468,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",0.35999008045920833,-0.4757731888305607,-0.5631253921142702,2012,1
469,"The Throne of Fire (The Kane Chronicles, Book 2)",0.35999008045920833,-0.8950399199864976,-0.286178477959711,2011,1
470,The Time Traveler's Wife,-0.9629133332550365,-0.699143213691416,-0.6554410301657898,2009,1
471,The Tipping Point: How Little Things Can Make a Big Difference,-0.9629133332550365,-0.7209853551598571,-0.37849411601123073,2009,0
